white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
gpt-3.5-turbo-instruct,stockfish,0,88.55300966000004,No valid suggestions: || Nxd6 Rd8 ,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'b8c6', 'f1b5', 'c6d4', 'e1g1', 'a7a6', 'b5c4', 'd7d6', 'f3d4', 'e5d4', 'c3d5', 'f6d5', 'c4d5', 'f8e7', 'd2d3', 'e7f6', 'c2c3', 'c7c6', 'd5b3', 'e8g8', 'c1d2', 'd4c3', 'd2c3', 'a6a5', 'c3f6', 'g7f6', 'd1h5', 'c8e6', 'b3e6', 'f7e6', 'f2f4', 'd8b6', 'g1h1', 'b6b2', 'h5g4', 'g8h8', 'f4f5', 'b2e5', 'g4f4', 'a8e8', 'f4e5', 'f6e5', 'f1b1', 'b7b5']",4rr1k/7p/2ppp3/pp2pP2/4P3/3P4/P5PP/RR5K w - - 0 25,1200.0,1200.0,"{'type': 'cp', 'value': -163}"
stockfish,gpt-3.5-turbo-instruct,1,73.15788388600004,No valid suggestions: |,"['e2e4', 'e7e5', 'f1c4', 'g8f6', 'c4b3', 'b8c6', 'b1c3', 'f8c5', 'g1e2', 'e8g8', 'h2h3', 'd7d6', 'e2g3', 'c8e6', 'b3e6', 'f7e6', 'a2a3', 'd8e8', 'c3a4', 'c5b6', 'c2c3', 'f6d7', 'd2d4', 'b6d4', 'c3d4', 'c6d4', 'a4c3', 'c7c5', 'c1e3', 'd7f6', 'a1b1', 'b7b5', 'e1g1', 'b5b4', 'a3b4', 'c5b4', 'e3d4']",r3qrk1/p5pp/3ppn2/4p3/1p1BP3/2N3NP/1P3PP1/1R1Q1RK1 b - - 0 19,1200.0,1200.0,"{'type': 'cp', 'value': 307}"
stockfish,gpt-3.5-turbo-instruct,1,85.00360323200016,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d4', 'g8f6', 'd4e5', 'f6e4', 'd1f3', 'e4c5', 'h2h4', 'c5e6', 'h4h5', 'b8c6', 'f3e4', 'd8e7', 'c1e3', 'e7b4', 'e4b4', 'c6b4', 'e1d1', 'd7d5', 'c2c3', 'b4c6', 'f1b5', 'c8d7', 'b5c6', 'd7c6', 'b1d2', 'd5d4', 'c3d4', 'e6d4', 'g1e2', 'd4f5', 'e2d4', 'f5e3', 'd1e2']",r3kb1r/ppp2ppp/2b5/4P2P/3N4/4n3/PP1NKPP1/R6R b kq - 1 18,1200.0,1200.0,"{'type': 'cp', 'value': -388}"
gpt-3.5-turbo-instruct,stockfish,1.0,89.79095347299995,,"['e2e4', 'a7a6', 'g1f3', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'e7e6', 'f1d3', 'f8e7', 'e1g1', 'e8g8', 'c1g5', 'b7b5', 'c3e2', 'c7c5', 'c2c3', 'c5d4', 'c3d4', 'f8e8', 'a1c1', 'c8b7', 'e2g3', 'b8c6', 'd3b1', 'a8c8', 'a2a3', 'd8b6', 'd1d3', 'c6a5', 'g5f6', 'c8c1', 'f1c1', 'e7f6', 'e4e5', 'd6e5', 'd4e5', 'g7g6', 'e5f6', 'e8d8', 'd3e3', 'b6e3', 'f2e3', 'b7f3', 'g2f3', 'a5b3', 'c1c3', 'd8d1', 'g1g2', 'b3a5', 'c3c8', 'd1d8', 'c8d8']",3R2k1/5p1p/p3pPp1/np6/8/P3PPN1/1P4KP/1B6 b - - 0 27,1200.0,1200.0,
stockfish,gpt-3.5-turbo-instruct,1,73.77572452699997,No valid suggestions: |,"['d2d4', 'e7e6', 'e2e4', 'c7c5', 'd4d5', 'e6d5', 'd1d5', 'b8c6', 'b1c3', 'a7a6', 'f1c4', 'd8e7', 'g1f3', 'g8f6', 'd5d1', 'f6e4', 'e1g1', 'e4c3', 'b2c3', 'e8d8', 'c1g5', 'f7f6', 'g5f4', 'd7d6', 'a1b1', 'd8c7', 'f4g3', 'h7h5', 'h2h4', 'c8g4', 'c4d5', 'b7b5', 'c3c4', 'g4f3', 'g2f3', 'a8b8', 'c4b5', 'a6b5', 'c2c3']",1r3b1r/2k1q1p1/2np1p2/1ppB3p/7P/2P2PB1/P4P2/1R1Q1RK1 b - - 0 20,1225.0,1225.0,"{'type': 'cp', 'value': 254}"
gpt-3.5-turbo-instruct,stockfish,0,83.02048550699988,No valid suggestions: || ,"['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8c6', 'g1f3', 'g8f6', 'f1d3', 'h7h6', 'c2c3', 'f6e4', 'd3e4', 'c8d7', 'e1g1', 'a7a6', 'd1e2', 'd8e7', 'c1f4', 'f7f5', 'e4c6', 'd7c6', 'f3e5', 'c6b5', 'c3c4', 'b5a4', 'b2b3', 'a4d7', 'e2h5', 'g7g6', 'e5g6', 'e7f7', 'f4e5', 'h8h7', 'g6f8', 'f7h5', 'f8d7', 'e8d7', 'd4d5', 'e6d5', 'c4d5', 'f5f4', 'e5f4', 'a8d8', 'f1d1', 'd7c8', 'a1c1', 'b7b6', 'd5d6', 'b6b5', 'a2a4', 'b5a4', 'd6d7', 'd8d7', 'd1d7', 'h7d7', 'h2h3', 'd7d1']",2k5/2p5/p6p/7q/p4B2/1P5P/5PP1/2Rr2K1 w - - 1 31,1225.0,1225.0,"{'type': 'cp', 'value': -569}"
stockfish,gpt-3.5-turbo-instruct,1,80.880917125,No valid suggestions: |,"['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'e2e3', 'e8g8', 'a1c1', 'c7c5', 'g1f3', 'c5d4', 'f3d4', 'b8c6', 'd4c6', 'd7c6', 'd1c2', 'e6e5', 'f1e2', 'c8f5', 'e2d3', 'e5e4', 'd3e4', 'b4c3', 'b2c3', 'f5e4', 'c2e4', 'f8e8', 'e4d4', 'f6g6', 'g2g3', 'a8d8', 'd4f4', 'c6c5', 'f4f3', 'g6d3', 'f3e2', 'd3e4', 'e1g1', 'e8e6', 'e2c2', 'e4c4', 'c1b1', 'b7b6', 'f1d1', 'd8e8', 'd1d7']",4r1k1/p2R1pp1/1p2r2p/2p5/2q5/2P1P1P1/P1Q2P1P/1R4K1 b - - 3 26,1225.0,1225.0,"{'type': 'cp', 'value': 0}"
gpt-3.5-turbo-instruct,stockfish,0,75.59316328,No valid suggestions: |25|| Bd6 Re8 27,"['e2e4', 'a7a6', 'd2d4', 'g7g6', 'c2c4', 'd7d6', 'b1c3', 'e7e5', 'g1f3', 'f8g7', 'f1e2', 'b8c6', 'c1e3', 'h7h6', 'e1g1', 'c8g4', 'd4e5', 'c6e5', 'f3e5', 'g4e2', 'd1e2', 'g7e5', 'c3d5', 'c7c6', 'd5b6', 'd8h4', 'g2g3', 'h4d8', 'a1d1', 'h6h5', 'h2h4', 'g8h6', 'd1d2', 'a8c8', 'c4c5', 'c8b8', 'f1d1', 'd8f6', 'e3g5', 'f6e6', 'b6c4', 'e8g8', 'c5d6', 'e5g7', 'd6d7', 'g8h7', 'd7d8q', 'b8d8', 'g5d8', 'b7b5']",3B1r2/5pbk/p1p1q1pn/1p5p/2N1P2P/6P1/PP1RQP2/3R2K1 w - - 0 26,1225.0,1225.0,"{'type': 'cp', 'value': 571}"
stockfish,gpt-3.5-turbo-instruct,1,49.57387834000019,No valid suggestions: |,"['g1f3', 'g8f6', 'd2d4', 'e7e6', 'c2c4', 'b7b6', 'a2a3', 'c8b7', 'h2h3', 'c7c5', 'd4c5', 'f8c5', 'b1c3', 'e8g8', 'b2b4', 'c5e7', 'e2e3', 'd7d5', 'c1b2', 'd5c4', 'd1d8', 'f8d8', 'f1c4', 'f6d5', 'c3d5', 'b7d5', 'a1c1']",rn1r2k1/p3bppp/1p2p3/3b4/1PB5/P3PN1P/1B3PP1/2R1K2R b K - 1 14,1225.0,1225.0,"{'type': 'cp', 'value': -6}"
stockfish,gpt-3.5-turbo-instruct,1,75.23771640700011,No valid suggestions: | |,"['g1f3', 'g8f6', 'e2e3', 'c7c5', 'd2d4', 'c5d4', 'd1d4', 'b8c6', 'd4d3', 'e7e5', 'e3e4', 'f8b4', 'c2c3', 'b4c5', 'c1g5', 'e8g8', 'f1e2', 'd7d6', 'h2h3', 'h7h6', 'b2b4', 'h6g5', 'b4c5', 'd6c5', 'd3d8', 'f8d8', 'b1d2', 'f6h7', 'e1c1', 'g7g6', 'e2b5', 'c8d7', 'b5c6', 'd7c6', 'f3e5']",r2r2k1/pp3p1n/2b3p1/2p1N1p1/4P3/2P4P/P2N1PP1/2KR3R b - - 0 18,1225.0,1225.0,"{'type': 'cp', 'value': -19}"
gpt-3.5-turbo-instruct,stockfish,0,83.38807539499999,"No valid suggestions: |20| [Event ""FIDE World|","['e2e4', 'e7e6', 'b1c3', 'f8b4', 'd2d4', 'g8f6', 'e4e5', 'b4c3', 'b2c3', 'f6d5', 'c3c4', 'd5e7', 'f1d3', 'c7c5', 'c2c3', 'd7d6', 'f2f4', 'b8c6', 'g1f3', 'c5d4', 'c3d4', 'd6e5', 'f4e5', 'd8a5', 'c1d2', 'a5b6', 'c4c5', 'b6c7', 'e1g1', 'b7b6', 'f3g5', 'c6d4', 'f1f7', 'h7h6', 'g5f3', 'c7c5']",r1b1k2r/p3nRp1/1p2p2p/2q1P3/3n4/3B1N2/P2B2PP/R2Q2K1 w kq - 0 19,1225.0,1225.0,"{'type': 'cp', 'value': 99}"
gpt-3.5-turbo-instruct,stockfish,0,82.52274697600001,"No valid suggestions: |½-½ 

The|","['e2e4', 'a7a6', 'd2d4', 'e7e6', 'g1f3', 'f8e7', 'f1d3', 'c7c5', 'e1g1', 'b8c6', 'c2c3', 'c5d4', 'c3d4', 'd7d5', 'e4e5', 'c8d7', 'b1c3', 'a8c8', 'c1f4', 'h7h6', 'a1c1', 'g7g5', 'f4e3', 'g5g4', 'f3e1', 'e7f8', 'e1c2', 'h6h5', 'f2f3', 'f8h6', 'e3h6', 'g8h6', 'd1d2', 'g4f3', 'f1f3', 'h5h4', 'c1f1', 'f7f5']",2rqk2r/1p1b4/p1n1p2n/3pPp2/3P3p/2NB1R2/PPNQ2PP/5RK1 w k f6 0 20,1225.0,1225.0,"{'type': 'cp', 'value': 368}"
stockfish,gpt-3.5-turbo-instruct,1,85.34923131100004,No valid suggestions: |,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d3', 'g8f6', 'g2g3', 'f8c5', 'a2a3', 'e8g8', 'f1g2', 'd7d6', 'e1g1', 'c8g4', 'h2h3', 'g4h5', 'g3g4', 'h5g6', 'b1c3', 'f6d7', 'h3h4', 'h7h6', 'g4g5', 'h6g5', 'c1g5', 'f7f6', 'g5d2', 'g6h5', 'c3e2', 'c6d4', 'e2d4', 'c5d4', 'c2c3', 'd4b6', 'b2b4', 'g8f7', 'a3a4', 'a7a6', 'f3g5']",r2q1r2/1ppn1kp1/pb1p1p2/4p1Nb/PP2P2P/2PP4/3B1PB1/R2Q1RK1 b - - 1 20,1225.0,1225.0,"{'type': 'cp', 'value': 100}"
stockfish,gpt-3.5-turbo-instruct,1,76.10683981300008,No valid suggestions: || ,"['g1f3', 'g8f6', 'e2e3', 'b8c6', 'f1e2', 'b7b6', 'a2a3', 'e7e5', 'b2b4', 'b6b5', 'e2b5', 'a7a5', 'b5c6', 'd7c6', 'f3e5', 'f8d6', 'd2d4', 'e8g8', 'e1g1', 'c8a6', 'e5d3', 'f8e8', 'b1d2', 'a6d3', 'c2d3', 'a5b4', 'd2c4', 'd8e7', 'c4d6', 'c7d6', 'd1c2', 'b4a3', 'a1a3', 'a8a3', 'c1a3', 'c6c5', 'a3b2', 'c5d4', 'b2d4']",4r1k1/4qppp/3p1n2/8/3B4/3PP3/2Q2PPP/5RK1 b - - 0 20,1225.0,1225.0,"{'type': 'cp', 'value': 151}"
gpt-3.5-turbo-instruct,stockfish,0,127.46059506799998,No valid suggestions: || ,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'b8c6', 'f1b5', 'f8d6', 'e1g1', 'e8g8', 'd2d3', 'h7h6', 'a2a3', 'c6d4', 'b5c4', 'c7c6', 'f3d4', 'd6c5', 'd4f3', 'd7d5', 'e4d5', 'c6d5', 'c4a2', 'c5d6', 'c3d5', 'f6d5', 'a2d5', 'c8e6', 'd5e6', 'f7e6', 'c1e3', 'e5e4', 'd3e4', 'd6h2', 'g1h2', 'd8c7', 'h2g1', 'f8f3', 'd1f3', 'a8f8', 'f3e2', 'a7a6', 'e3d2', 'f8c8', 'd2c3', 'c8e8', 'e2g4', 'e6e5', 'a1d1', 'g8h8', 'd1d7', 'c7d7', 'g4d7', 'e8b8', 'd7g7', 'h8g7']",1r6/1p4k1/p6p/4p3/4P3/P1B5/1PP2PP1/5RK1 w - - 0 29,1250.0,1250.0,"{'type': 'cp', 'value': 1043}"
gpt-3.5-turbo-instruct,stockfish,0,81.8926306599999,No valid suggestions: |,"['e2e4', 'e7e6', 'd2d4', 'g8f6', 'b1d2', 'd7d5', 'e4e5', 'f6e4', 'd2e4', 'd5e4', 'g1e2', 'c7c5', 'c2c3', 'c5d4', 'e2d4', 'c8d7', 'f1c4', 'a7a6', 'e1g1', 'b8c6', 'd4c6', 'd7c6', 'd1g4', 'd8c7', 'c1f4', 'h7h5', 'g4h3', 'g7g5', 'f4g5', 'h8g8', 'g5f4', 'e8c8', 'a1d1', 'e4e3', 'c4e6', 'c8b8', 'd1d8', 'c7d8', 'h3e3', 'g8g2', 'g1h1', 'g2f2', 'h1g1', 'f2g2', 'g1h1', 'g2e2', 'h1g1', 'e2g2', 'g1h1', 'g2b2', 'h1g1', 'f7e6', 'e3g3', 'b2g2', 'g3g2', 'f8c5', 'f1f2', 'd8d3']",1k6/1p6/p1b1p3/2b1P2p/5B2/2Pq4/P4RQP/6K1 w - - 3 30,1250.0,1250.0,"{'type': 'cp', 'value': -603}"
gpt-3.5-turbo-instruct,stockfish,0,85.18505275799998,No valid suggestions: |,"['e2e4', 'a7a6', 'd2d4', 'g7g6', 'b1c3', 'f8g7', 'c1e3', 'd7d6', 'g1f3', 'c8g4', 'h2h3', 'g4c8', 'a2a4', 'h7h6', 'f1c4', 'b8c6', 'e1g1', 'e7e6', 'd4d5', 'e6d5', 'e4d5', 'c6b4', 'f1e1', 'g8f6', 'e3d4', 'e8f8', 'd1d2', 'c8f5', 'c4b3', 'f8g8', 'e1e2', 'g6g5', 'a1e1', 'g8h7', 'f3h2', 'a8b8', 'e2e7', 'f5g6', 'f2f4', 'f6h5', 'd4g7', 'h7g7', 'f4g5', 'h6g5', 'd2g5', 'b7b5', 'g5e3', 'c7c5']",1r1q3r/4Rpk1/p2p2b1/1ppP3n/Pn6/1BN1Q2P/1PP3PN/4R1K1 w - c6 0 25,1250.0,1250.0,"{'type': 'cp', 'value': 251}"
gpt-3.5-turbo-instruct,stockfish,0,76.98693745500009,No valid suggestions: Banned move 1/||29||29,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'd8e7', 'f1c4', 'a7a6', 'e1g1', 'd7d6', 'd2d4', 'c8g4', 'd4e5', 'd6e5', 'c1g5', 'b8c6', 'c3d5', 'f6d5', 'g5e7', 'g4f3', 'g2f3', 'c6e7', 'c4d5', 'a8d8', 'd1e2', 'd8d5', 'e4d5', 'f7f6', 'c2c4', 'e7f5', 'f3f4', 'f5d4', 'e2h5', 'g7g6', 'h5g4', 'a6a5', 'f4e5', 'f6f5', 'g4d4', 'f8e7', 'f2f4', 'b7b6', 'g1g2', 'e8d7', 'd5d6', 'c7c5', 'd4d5', 'h8b8', 'e5e6', 'd7e8', 'd6e7', 'b8c8', 'd5d6', 'h7h6']",2r1k3/4P3/1p1QP1pp/p1p2p2/2P2P2/8/PP4KP/R4R2 w - - 0 28,1250.0,1250.0,"{'type': 'mate', 'value': 1}"
gpt-3.5-turbo-instruct,stockfish,1.0,46.06465793800021,,"['e2e4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'd7d5', 'e4d5', 'f8e7', 'd2d4', 'e7b4', 'f1d3', 'f6d5', 'e1g1', 'e8g8', 'c3e4', 'h7h6', 'c2c4', 'd5f6', 'd3c2', 'b4e7', 'e4f6', 'e7f6', 'd1d3', 'b8c6', 'd3h7']",r1bq1rk1/ppp2ppQ/2n1pb1p/8/2PP4/5N2/PPB2PPP/R1B2RK1 b - - 3 13,1250.0,1250.0,
stockfish,gpt-3.5-turbo-instruct,1,38.9773155769999,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d4', 'g8f6', 'd4e5', 'f6e4', 'd1f3', 'f7f5', 'b1c3', 'e4c3', 'f3c3', 'f8e7', 'c1e3', 'e8g8', 'f1c4', 'g8h8', 'g1e2', 'd7d5', 'e5d6', 'd8d6', 'e2f4', 'b8c6', 'a2a3', 'e7f6', 'c3d2', 'f6b2', 'a1d1', 'd6a3', 'h2h4', 'b2c3', 'h1h3']",r1b2r1k/ppp3pp/2n5/5p2/2B2N1P/q1b1B2R/2PQ1PP1/3RK3 b - - 2 16,1300.0,1300.0,"{'type': 'cp', 'value': -492}"
stockfish,gpt-3.5-turbo-instruct,1,27.022102542000084,No valid suggestions: |,"['e2e4', 'e7e5', 'a2a3', 'g8f6', 'b1c3', 'b8c6', 'd2d3', 'f8c5', 'b2b4', 'c5d4', 'c1d2', 'e8g8', 'f1e2', 'd7d5', 'c3d5', 'f6d5', 'e4d5', 'd8d5', 'c2c3', 'd4b6', 'c3c4']",r1b2rk1/ppp2ppp/1bn5/3qp3/1PP5/P2P4/3BBPPP/R2QK1NR b KQ - 0 11,1300.0,1300.0,"{'type': 'cp', 'value': -681}"
stockfish,gpt-3.5-turbo-instruct,1,38.14396165099993,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d3', 'd7d5', 'e4d5', 'd8d5', 'c2c4', 'd5d8', 'f1e2', 'b8c6', 'g1f3', 'g8f6', 'a2a3', 'c8f5', 'b1c3', 'f8c5', 'c1g5', 'e8g8', 'e1g1', 'f8e8', 'b2b4', 'c5d4', 'd1b3', 'h7h6', 'g5h4', 'd8d6', 'c4c5', 'd6e6', 'f3d4', 'e6b3', 'd4b3']",r3r1k1/ppp2pp1/2n2n1p/2P1pb2/1P5B/PNNP4/4BPPP/R4RK1 b - - 0 16,1300.0,1300.0,"{'type': 'cp', 'value': 403}"
stockfish,gpt-3.5-turbo-instruct,1,3.5095850769998833,No valid suggestions: |1|| {[#] Anand and|1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1300.0,1300.0,"{'type': 'cp', 'value': 10}"
stockfish,gpt-3.5-turbo-instruct,1,41.74985484199988,No valid suggestions: | 19|,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'b8c6', 'f1b5', 'f8b4', 'e1g1', 'e8g8', 'd2d3', 'd7d6', 'c1g5', 'c8e6', 'd3d4', 'b4c3', 'b2c3', 'e5d4', 'g5f6', 'd8f6', 'd1d3', 'd4c3', 'd3e3', 'e6d7', 'f1e1', 'a8e8', 'a1c1', 'e8e7', 'c1b1', 'e7e5', 'f3e5', 'f6e5', 'f2f4', 'e5c5', 'e3c5', 'd6c5', 'b5c6']",5rk1/pppb1ppp/2B5/2p5/4PP2/2p5/P1P3PP/1R2R1K1 b - - 0 19,1300.0,1300.0,"{'type': 'cp', 'value': 141}"
gpt-3.5-turbo-instruct,stockfish,0,40.30646901299997,No valid suggestions: |,"['e2e4', 'g8f6', 'b1c3', 'd7d5', 'e4e5', 'f6d7', 'd2d4', 'e7e6', 'f2f4', 'c7c5', 'g1f3', 'a7a6', 'a2a3', 'f8e7', 'f1d3', 'c5d4', 'f3d4', 'd7c5', 'e1g1', 'b8c6', 'd4c6', 'b7c6', 'g1h1', 'e8g8', 'b2b4', 'c5b7', 'd1g4', 'g7g6', 'c1e3', 'd5d4', 'd3g6', 'h7g6', 'e3d4', 'd8d4', 'c3e2', 'd4b2', 'a1d1', 'g8g7', 'e2c1', 'b7d8', 'c1d3', 'b2c2', 'g4h4', 'e7h4']",r1bn1r2/5pk1/p1p1p1p1/4P3/1P3P1b/P2N4/2q3PP/3R1R1K w - - 0 23,1325.0,1325.0,"{'type': 'cp', 'value': -1062}"
stockfish,gpt-3.5-turbo-instruct,1,9.006205631000057,No valid suggestions: |,"['g1f3', 'e7e6', 'd2d4', 'd7d5', 'e2e3', 'c7c5', 'd4c5']",rnbqkbnr/pp3ppp/4p3/2Pp4/8/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 4,1325.0,1325.0,"{'type': 'cp', 'value': 6}"
gpt-3.5-turbo-instruct,stockfish,0,38.78435731299987,No valid suggestions: |,"['e2e4', 'e7e6', 'd2d4', 'g8f6', 'b1d2', 'c7c5', 'c2c3', 'd7d6', 'g1f3', 'a7a6', 'f1d3', 'b7b5', 'e1g1', 'c5d4', 'c3d4', 'b8d7', 'f1e1', 'd8b6', 'd2b3', 'c8b7', 'c1e3', 'f6e4', 'd3e4', 'b7e4', 'd4d5', 'b6d8', 'e3g5', 'e4f3', 'd1f3', 'd8g5', 'd5e6', 'e8c8', 'e6d7', 'd8d7', 'a1c1', 'c8b8', 'e1e8', 'b8a7', 'f3c6', 'd7e7', 'c1f1', 'g5f5', 'c6d6', 'e7e8', 'd6c7', 'a7a8', 'f1c1', 'f5e6', 'c7c3', 'f8b4', 'c3g7', 'e6e1']",k3r2r/5pQp/p7/1p6/1b6/1N6/PP3PPP/2R1q1K1 w - - 1 27,1325.0,1325.0,"{'type': 'mate', 'value': -1}"
stockfish,gpt-3.5-turbo-instruct,1,2.3477620700000443,No valid suggestions: |1||1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1325.0,1325.0,"{'type': 'cp', 'value': 12}"
stockfish,gpt-3.5-turbo-instruct,1,33.300807150999844,No valid suggestions: || ,"['e2e3', 'b7b6', 'd2d4', 'c8b7', 'g1f3', 'g8f6', 'a2a3', 'g7g6', 'f1d3', 'f8g7', 'c2c4', 'e8g8', 'e1g1', 'd7d5', 'b1c3', 'd5c4', 'd3c4', 'b8d7', 'd1c2', 'c7c5', 'f1e1', 'c5d4', 'e3d4', 'a8c8', 'c2a4', 'a7a6', 'c4f1', 'e7e6', 'f1a6', 'c8a8', 'a6b7']",r2q1rk1/1B1n1pbp/1p2pnp1/8/Q2P4/P1N2N2/1P3PPP/R1B1R1K1 b - - 0 16,1325.0,1325.0,"{'type': 'cp', 'value': -135}"
